Province/State,Country/Region,Lat,Long,Date,Value
,Algeria,28.0339,1.6596,03/03/2020,0
,Algeria,28.0339,1.6596,02/03/2020,0
,Algeria,28.0339,1.6596,01/03/2020,0
,Algeria,28.0339,1.6596,29/02/2020,0
,Algeria,28.0339,1.6596,28/02/2020,0
,Algeria,28.0339,1.6596,27/02/2020,0
,Algeria,28.0339,1.6596,26/02/2020,0
,Algeria,28.0339,1.6596,25/02/2020,0
,Algeria,28.0339,1.6596,24/02/2020,0
,Algeria,28.0339,1.6596,23/02/2020,0
,Algeria,28.0339,1.6596,22/02/2020,0
,Algeria,28.0339,1.6596,21/02/2020,0
,Algeria,28.0339,1.6596,20/02/2020,0
,Algeria,28.0339,1.6596,19/02/2020,0
,Algeria,28.0339,1.6596,18/02/2020,0
,Algeria,28.0339,1.6596,17/02/2020,0
,Algeria,28.0339,1.6596,16/02/2020,0
,Algeria,28.0339,1.6596,15/02/2020,0
,Algeria,28.0339,1.6596,14/02/2020,0
,Algeria,28.0339,1.6596,13/02/2020,0
,Algeria,28.0339,1.6596,12/02/2020,0
,Algeria,28.0339,1.6596,11/02/2020,0
,Algeria,28.0339,1.6596,10/02/2020,0
,Algeria,28.0339,1.6596,09/02/2020,0
,Algeria,28.0339,1.6596,08/02/2020,0
,Algeria,28.0339,1.6596,07/02/2020,0
,Algeria,28.0339,1.6596,06/02/2020,0
,Algeria,28.0339,1.6596,05/02/2020,0
,Algeria,28.0339,1.6596,04/02/2020,0
,Algeria,28.0339,1.6596,03/02/2020,0
,Algeria,28.0339,1.6596,02/02/2020,0
,Algeria,28.0339,1.6596,01/02/2020,0
,Algeria,28.0339,1.6596,31/01/2020,0
,Algeria,28.0339,1.6596,30/01/2020,0
,Algeria,28.0339,1.6596,29/01/2020,0
,Algeria,28.0339,1.6596,28/01/2020,0
,Algeria,28.0339,1.6596,27/01/2020,0
,Algeria,28.0339,1.6596,26/01/2020,0
,Algeria,28.0339,1.6596,25/01/2020,0
,Algeria,28.0339,1.6596,24/01/2020,0
,Algeria,28.0339,1.6596,23/01/2020,0
,Algeria,28.0339,1.6596,22/01/2020,0
,Andorra,42.5063,1.5218,26/03/2020,1
,Andorra,42.5063,1.5218,25/03/2020,1
,Andorra,42.5063,1.5218,24/03/2020,1
,Andorra,42.5063,1.5218,23/03/2020,1
,Andorra,42.5063,1.5218,22/03/2020,1
,Andorra,42.5063,1.5218,21/03/2020,1
,Andorra,42.5063,1.5218,20/03/2020,1
,Andorra,42.5063,1.5218,19/03/2020,1
,Andorra,42.5063,1.5218,18/03/2020,1
,Andorra,42.5063,1.5218,17/03/2020,1
,Andorra,42.5063,1.5218,16/03/2020,1
,Andorra,42.5063,1.5218,15/03/2020,1
,Andorra,42.5063,1.5218,14/03/2020,1
,Andorra,42.5063,1.5218,13/03/2020,0
,Andorra,42.5063,1.5218,12/03/2020,1
,Andorra,42.5063,1.5218,11/03/2020,0
,Andorra,42.5063,1.5218,10/03/2020,0
,Andorra,42.5063,1.5218,09/03/2020,0
,Andorra,42.5063,1.5218,08/03/2020,0
,Andorra,42.5063,1.5218,07/03/2020,0
,Andorra,42.5063,1.5218,06/03/2020,0
,Andorra,42.5063,1.5218,05/03/2020,0
,Andorra,42.5063,1.5218,04/03/2020,0
,Andorra,42.5063,1.5218,03/03/2020,0
,Andorra,42.5063,1.5218,02/03/2020,0
,Andorra,42.5063,1.5218,01/03/2020,0
,Andorra,42.5063,1.5218,29/02/2020,0
,Andorra,42.5063,1.5218,28/02/2020,0
,Andorra,42.5063,1.5218,27/02/2020,0
,Andorra,42.5063,1.5218,26/02/2020,0
,Andorra,42.5063,1.5218,25/02/2020,0
,Andorra,42.5063,1.5218,24/02/2020,0
,Andorra,42.5063,1.5218,23/02/2020,0
,Andorra,42.5063,1.5218,22/02/2020,0
,Andorra,42.5063,1.5218,21/02/2020,0
,Andorra,42.5063,1.5218,20/02/2020,0
,Andorra,42.5063,1.5218,19/02/2020,0
,Andorra,42.5063,1.5218,18/02/2020,0
,Andorra,42.5063,1.5218,17/02/2020,0
,Andorra,42.5063,1.5218,16/02/2020,0
,Andorra,42.5063,1.5218,15/02/2020,0
,Andorra,42.5063,1.5218,14/02/2020,0
,Andorra,42.5063,1.5218,13/02/2020,0
,Andorra,42.5063,1.5218,12/02/2020,0
,Andorra,42.5063,1.5218,11/02/2020,0
,Andorra,42.5063,1.5218,10/02/2020,0
,Andorra,42.5063,1.5218,09/02/2020,0
,Andorra,42.5063,1.5218,08/02/2020,0
,Andorra,42.5063,1.5218,07/02/2020,0
,Andorra,42.5063,1.5218,06/02/2020,0
,Andorra,42.5063,1.5218,05/02/2020,0
,Andorra,42.5063,1.5218,04/02/2020,0
,Andorra,42.5063,1.5218,03/02/2020,0
,Andorra,42.5063,1.5218,02/02/2020,0
,Andorra,42.5063,1.5218,01/02/2020,0
,Andorra,42.5063,1.5218,31/01/2020,0
,Andorra,42.5063,1.5218,30/01/2020,0
,Andorra,42.5063,1.5218,29/01/2020,0
,Andorra,42.5063,1.5218,28/01/2020,0
,Andorra,42.5063,1.5218,27/01/2020,0
,Andorra,42.5063,1.5218,26/01/2020,0
,Andorra,42.5063,1.5218,25/01/2020,0
,Andorra,42.5063,1.5218,24/01/2020,0
,Andorra,42.5063,1.5218,23/01/2020,0
,Andorra,42.5063,1.5218,22/01/2020,0
,Angola,-11.2027,17.8739,26/03/2020,0
,Angola,-11.2027,17.8739,25/03/2020,0
,Angola,-11.2027,17.8739,24/03/2020,0
,Angola,-11.2027,17.8739,23/03/2020,0
,Angola,-11.2027,17.8739,22/03/2020,0
,Angola,-11.2027,17.8739,21/03/2020,0
,Angola,-11.2027,17.8739,20/03/2020,0
,Angola,-11.2027,17.8739,19/03/2020,0
,Angola,-11.2027,17.8739,18/03/2020,0
,Angola,-11.2027,17.8739,17/03/2020,0
,Angola,-11.2027,17.8739,16/03/2020,0
,Angola,-11.2027,17.8739,15/03/2020,0
,Angola,-11.2027,17.8739,14/03/2020,0
,Angola,-11.2027,17.8739,13/03/2020,0
,Angola,-11.2027,17.8739,12/03/2020,0
,Angola,-11.2027,17.8739,11/03/2020,0
,Angola,-11.2027,17.8739,10/03/2020,0
,Angola,-11.2027,17.8739,09/03/2020,0
,Angola,-11.2027,17.8739,08/03/2020,0
,Angola,-11.2027,17.8739,07/03/2020,0
,Angola,-11.2027,17.8739,06/03/2020,0
,Angola,-11.2027,17.8739,05/03/2020,0
,Angola,-11.2027,17.8739,04/03/2020,0
,Angola,-11.2027,17.8739,03/03/2020,0
,Angola,-11.2027,17.8739,02/03/2020,0
,Angola,-11.2027,17.8739,01/03/2020,0
,Angola,-11.2027,17.8739,29/02/2020,0
,Angola,-11.2027,17.8739,28/02/2020,0
,Angola,-11.2027,17.8739,27/02/2020,0
,Angola,-11.2027,17.8739,26/02/2020,0
,Angola,-11.2027,17.8739,25/02/2020,0
,Angola,-11.2027,17.8739,24/02/2020,0
,Angola,-11.2027,17.8739,23/02/2020,0
,Angola,-11.2027,17.8739,22/02/2020,0
,Angola,-11.2027,17.8739,21/02/2020,0
,Angola,-11.2027,17.8739,20/02/2020,0
,Angola,-11.2027,17.8739,19/02/2020,0
,Angola,-11.2027,17.8739,18/02/2020,0
,Angola,-11.2027,17.8739,17/02/2020,0
,Angola,-11.2027,17.8739,16/02/2020,0
,Angola,-11.2027,17.8739,15/02/2020,0
,Angola,-11.2027,17.8739,14/02/2020,0
,Angola,-11.2027,17.8739,13/02/2020,0
,Angola,-11.2027,17.8739,12/02/2020,0
,Angola,-11.2027,17.8739,11/02/2020,0
,Angola,-11.2027,17.8739,10/02/2020,0
,Angola,-11.2027,17.8739,09/02/2020,0
,Angola,-11.2027,17.8739,08/02/2020,0
,Angola,-11.2027,17.8739,07/02/2020,0
,Angola,-11.2027,17.8739,06/02/2020,0
,Angola,-11.2027,17.8739,05/02/2020,0
,Angola,-11.2027,17.8739,04/02/2020,0
,Angola,-11.2027,17.8739,03/02/2020,0
,Angola,-11.2027,17.8739,02/02/2020,0
,Angola,-11.2027,17.8739,01/02/2020,0
,Angola,-11.2027,17.8739,31/01/2020,0
,Angola,-11.2027,17.8739,30/01/2020,0
,Angola,-11.2027,17.8739,29/01/2020,0
,Angola,-11.2027,17.8739,28/01/2020,0
,Angola,-11.2027,17.8739,27/01/2020,0
,Angola,-11.2027,17.8739,26/01/2020,0
,Angola,-11.2027,17.8739,25/01/2020,0
,Angola,-11.2027,17.8739,24/01/2020,0
,Angola,-11.2027,17.8739,23/01/2020,0
,Angola,-11.2027,17.8739,22/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,26/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,25/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,24/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,23/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,22/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,21/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,20/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,19/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,18/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,17/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,16/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,15/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,14/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,13/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,12/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,11/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,10/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,09/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,08/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,07/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,06/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,05/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,04/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,03/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,02/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,01/03/2020,0
,Antigua and Barbuda,17.0608,-61.7964,29/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,28/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,27/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,26/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,25/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,24/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,23/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,22/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,21/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,20/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,19/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,18/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,17/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,16/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,15/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,14/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,13/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,12/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,11/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,10/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,09/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,08/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,07/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,06/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,05/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,04/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,03/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,02/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,01/02/2020,0
,Antigua and Barbuda,17.0608,-61.7964,31/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,30/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,29/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,28/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,27/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,26/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,25/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,24/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,23/01/2020,0
,Antigua and Barbuda,17.0608,-61.7964,22/01/2020,0
,Argentina,-38.4161,-63.6167,26/03/2020,63
,Argentina,-38.4161,-63.6167,25/03/2020,52
,Argentina,-38.4161,-63.6167,24/03/2020,52
,Argentina,-38.4161,-63.6167,23/03/2020,3
,Argentina,-38.4161,-63.6167,22/03/2020,3
,Argentina,-38.4161,-63.6167,21/03/2020,3
,Argentina,-38.4161,-63.6167,20/03/2020,3
,Argentina,-38.4161,-63.6167,19/03/2020,3
,Argentina,-38.4161,-63.6167,18/03/2020,3
,Argentina,-38.4161,-63.6167,17/03/2020,3
,Argentina,-38.4161,-63.6167,16/03/2020,1
,Argentina,-38.4161,-63.6167,15/03/2020,1
,Argentina,-38.4161,-63.6167,14/03/2020,1
,Argentina,-38.4161,-63.6167,13/03/2020,0
,Argentina,-38.4161,-63.6167,12/03/2020,0
,Argentina,-38.4161,-63.6167,11/03/2020,0
,Argentina,-38.4161,-63.6167,10/03/2020,0
,Argentina,-38.4161,-63.6167,09/03/2020,0
,Argentina,-38.4161,-63.6167,08/03/2020,0
,Argentina,-38.4161,-63.6167,07/03/2020,0
,Argentina,-38.4161,-63.6167,06/03/2020,0
,Argentina,-38.4161,-63.6167,05/03/2020,0
,Argentina,-38.4161,-63.6167,04/03/2020,0
,Argentina,-38.4161,-63.6167,03/03/2020,0
,Argentina,-38.4161,-63.6167,02/03/2020,0
,Argentina,-38.4161,-63.6167,01/03/2020,0
,Argentina,-38.4161,-63.6167,29/02/2020,0
,Argentina,-38.4161,-63.6167,28/02/2020,0
,Argentina,-38.4161,-63.6167,27/02/2020,0
,Argentina,-38.4161,-63.6167,26/02/2020,0
,Argentina,-38.4161,-63.6167,25/02/2020,0
,Argentina,-38.4161,-63.6167,24/02/2020,0
,Argentina,-38.4161,-63.6167,23/02/2020,0
,Argentina,-38.4161,-63.6167,22/02/2020,0
,Argentina,-38.4161,-63.6167,21/02/2020,0
,Argentina,-38.4161,-63.6167,20/02/2020,0
,Argentina,-38.4161,-63.6167,19/02/2020,0
,Argentina,-38.4161,-63.6167,18/02/2020,0
,Argentina,-38.4161,-63.6167,17/02/2020,0
,Argentina,-38.4161,-63.6167,16/02/2020,0
,Argentina,-38.4161,-63.6167,15/02/2020,0
,Argentina,-38.4161,-63.6167,14/02/2020,0
,Argentina,-38.4161,-63.6167,13/02/2020,0
,Argentina,-38.4161,-63.6167,12/02/2020,0
,Argentina,-38.4161,-63.6167,11/02/2020,0
,Argentina,-38.4161,-63.6167,10/02/2020,0
,Argentina,-38.4161,-63.6167,09/02/2020,0
,Argentina,-38.4161,-63.6167,08/02/2020,0
,Argentina,-38.4161,-63.6167,07/02/2020,0
,Argentina,-38.4161,-63.6167,06/02/2020,0
,Argentina,-38.4161,-63.6167,05/02/2020,0
,Argentina,-38.4161,-63.6167,04/02/2020,0
,Argentina,-38.4161,-63.6167,03/02/2020,0
,Argentina,-38.4161,-63.6167,02/02/2020,0
,Argentina,-38.4161,-63.6167,01/02/2020,0
,Argentina,-38.4161,-63.6167,31/01/2020,0
,Argentina,-38.4161,-63.6167,30/01/2020,0
,Argentina,-38.4161,-63.6167,29/01/2020,0
,Argentina,-38.4161,-63.6167,28/01/2020,0
,Argentina,-38.4161,-63.6167,27/01/2020,0
,Argentina,-38.4161,-63.6167,26/01/2020,0
,Argentina,-38.4161,-63.6167,25/01/2020,0
,Argentina,-38.4161,-63.6167,24/01/2020,0
,Argentina,-38.4161,-63.6167,23/01/2020,0
,Argentina,-38.4161,-63.6167,22/01/2020,0
,Armenia,40.0691,45.0382,26/03/2020,18
,Armenia,40.0691,45.0382,25/03/2020,16
,Armenia,40.0691,45.0382,24/03/2020,14
,Armenia,40.0691,45.0382,23/03/2020,2
,Armenia,40.0691,45.0382,22/03/2020,2
,Armenia,40.0691,45.0382,21/03/2020,1
,Armenia,40.0691,45.0382,20/03/2020,1
,Armenia,40.0691,45.0382,19/03/2020,1
,Armenia,40.0691,45.0382,18/03/2020,1
,Armenia,40.0691,45.0382,17/03/2020,1
,Armenia,40.0691,45.0382,16/03/2020,0
,Armenia,40.0691,45.0382,15/03/2020,0
,Armenia,40.0691,45.0382,14/03/2020,0
,Armenia,40.0691,45.0382,13/03/2020,0
,Armenia,40.0691,45.0382,12/03/2020,0
,Armenia,40.0691,45.0382,11/03/2020,0
,Armenia,40.0691,45.0382,10/03/2020,0
,Armenia,40.0691,45.0382,09/03/2020,0
,Armenia,40.0691,45.0382,08/03/2020,0
,Armenia,40.0691,45.0382,07/03/2020,0
,Armenia,40.0691,45.0382,06/03/2020,0
,Armenia,40.0691,45.0382,05/03/2020,0
,Armenia,40.0691,45.0382,04/03/2020,0
,Armenia,40.0691,45.0382,03/03/2020,0
,Armenia,40.0691,45.0382,02/03/2020,0
,Armenia,40.0691,45.0382,01/03/2020,0
,Armenia,40.0691,45.0382,29/02/2020,0
,Armenia,40.0691,45.0382,28/02/2020,0
,Armenia,40.0691,45.0382,27/02/2020,0
,Armenia,40.0691,45.0382,26/02/2020,0
,Armenia,40.0691,45.0382,25/02/2020,0
,Armenia,40.0691,45.0382,24/02/2020,0
,Armenia,40.0691,45.0382,23/02/2020,0
,Armenia,40.0691,45.0382,22/02/2020,0
,Armenia,40.0691,45.0382,21/02/2020,0
,Armenia,40.0691,45.0382,20/02/2020,0
,Armenia,40.0691,45.0382,19/02/2020,0
,Armenia,40.0691,45.0382,18/02/2020,0
,Armenia,40.0691,45.0382,17/02/2020,0
,Armenia,40.0691,45.0382,16/02/2020,0
,Armenia,40.0691,45.0382,15/02/2020,0
,Armenia,40.0691,45.0382,14/02/2020,0
,Armenia,40.0691,45.0382,13/02/2020,0
,Armenia,40.0691,45.0382,12/02/2020,0
,Armenia,40.0691,45.0382,11/02/2020,0
,Armenia,40.0691,45.0382,10/02/2020,0
,Armenia,40.0691,45.0382,09/02/2020,0
,Armenia,40.0691,45.0382,08/02/2020,0
,Armenia,40.0691,45.0382,07/02/2020,0
,Armenia,40.0691,45.0382,06/02/2020,0
,Armenia,40.0691,45.0382,05/02/2020,0
,Armenia,40.0691,45.0382,04/02/2020,0
,Armenia,40.0691,45.0382,03/02/2020,0
,Armenia,40.0691,45.0382,02/02/2020,0
,Armenia,40.0691,45.0382,01/02/2020,0
,Armenia,40.0691,45.0382,31/01/2020,0
,Armenia,40.0691,45.0382,30/01/2020,0
,Armenia,40.0691,45.0382,29/01/2020,0
,Armenia,40.0691,45.0382,28/01/2020,0
,Armenia,40.0691,45.0382,27/01/2020,0
,Armenia,40.0691,45.0382,26/01/2020,0
,Armenia,40.0691,45.0382,25/01/2020,0
,Armenia,40.0691,45.0382,24/01/2020,0
,Armenia,40.0691,45.0382,23/01/2020,0
,Armenia,40.0691,45.0382,22/01/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,26/03/2020,1
Australian Capital Territory,Australia,-35.4735,149.0124,25/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,24/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,23/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,22/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,21/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,20/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,19/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,18/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,17/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,16/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,15/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,14/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,13/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,12/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,11/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,10/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,09/03/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,08/03/2020,0
